task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
110	91/1a04f3	302400	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_243)	COMPLETED	0	2024-01-29 10:17:34.561	348ms	49ms	58.5%	2.8 MB	3.9 MB	18.5 MB	18.3 MB
111	2f/6bafb0	302577	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_244)	COMPLETED	0	2024-01-29 10:17:34.672	348ms	34ms	42.9%	2.5 MB	3.9 MB	7.6 MB	7.5 MB
112	55/c15b0a	303066	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_245)	COMPLETED	0	2024-01-29 10:17:34.814	344ms	40ms	68.6%	2.5 MB	3.9 MB	15.8 MB	15.7 MB
113	ba/e4bc30	303073	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_246)	COMPLETED	0	2024-01-29 10:17:34.820	345ms	39ms	72.7%	2.6 MB	3.9 MB	14.7 MB	14.6 MB
114	c5/580546	303093	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_247)	COMPLETED	0	2024-01-29 10:17:34.825	352ms	49ms	44.4%	2.5 MB	3.9 MB	17.1 MB	17 MB
115	ca/e346d4	303110	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_248)	COMPLETED	0	2024-01-29 10:17:34.829	353ms	47ms	64.0%	2.6 MB	3.9 MB	18.2 MB	18.1 MB
116	e0/4d00f4	303379	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_249)	COMPLETED	0	2024-01-29 10:17:34.911	347ms	40ms	52.9%	2.6 MB	3.9 MB	18 MB	17.9 MB
117	6e/09f6c7	303576	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_250)	COMPLETED	0	2024-01-29 10:17:35.022	337ms	37ms	58.1%	2.8 MB	3.9 MB	16.7 MB	16.5 MB
118	eb/3cf5ba	304053	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_251)	COMPLETED	0	2024-01-29 10:17:35.161	345ms	45ms	66.7%	2.8 MB	3.9 MB	18.6 MB	18.5 MB
119	72/ea2e77	304082	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_252)	COMPLETED	0	2024-01-29 10:17:35.168	346ms	44ms	47.4%	2.4 MB	3.9 MB	17.6 MB	17.5 MB
120	ea/0a2f24	304121	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_253)	COMPLETED	0	2024-01-29 10:17:35.180	352ms	42ms	63.2%	2.8 MB	3.9 MB	18.6 MB	18.5 MB
121	b8/27b6b2	304135	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_254)	COMPLETED	0	2024-01-29 10:17:35.185	349ms	43ms	64.0%	2.6 MB	3.9 MB	16 MB	15.9 MB
122	9a/b9e0a3	304377	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_255)	COMPLETED	0	2024-01-29 10:17:35.261	349ms	49ms	45.6%	2.5 MB	3.9 MB	15.8 MB	15.7 MB
123	a6/002755	304568	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_256)	COMPLETED	0	2024-01-29 10:17:35.361	343ms	41ms	58.1%	2.8 MB	3.9 MB	25.2 MB	25.1 MB
124	fb/9919a6	305026	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_257)	COMPLETED	0	2024-01-29 10:17:35.508	341ms	44ms	64.9%	2.5 MB	3.9 MB	22.5 MB	22.4 MB
127	30/46711a	305126	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_261)	COMPLETED	0	2024-01-29 10:17:35.537	330ms	41ms	53.7%	2.4 MB	3.9 MB	15.9 MB	15.7 MB
125	c4/274bf6	305057	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_258)	COMPLETED	0	2024-01-29 10:17:35.517	372ms	37ms	58.1%	2.6 MB	3.9 MB	13.3 MB	13.2 MB
126	dc/515dd2	305125	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_259)	COMPLETED	0	2024-01-29 10:17:35.534	356ms	45ms	65.8%	2.6 MB	3.9 MB	15.3 MB	15.2 MB
128	c9/f63060	305374	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_262)	COMPLETED	0	2024-01-29 10:17:35.612	338ms	45ms	32.0%	2.5 MB	3.9 MB	14.1 MB	14 MB
129	d3/9590a9	305560	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_263)	COMPLETED	0	2024-01-29 10:17:35.707	350ms	40ms	52.2%	2.6 MB	3.9 MB	19.4 MB	19.3 MB
130	50/207790	306013	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_264)	COMPLETED	0	2024-01-29 10:17:35.851	344ms	47ms	58.5%	2.6 MB	3.9 MB	21.8 MB	21.6 MB
131	53/81d462	306080	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_265)	COMPLETED	0	2024-01-29 10:17:35.869	340ms	38ms	52.9%	2.5 MB	3.9 MB	16.8 MB	16.7 MB
132	53/93b65c	306134	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_266)	COMPLETED	0	2024-01-29 10:17:35.891	336ms	40ms	52.2%	2.6 MB	3.9 MB	18.8 MB	18.7 MB
133	23/df0d22	306319	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_267)	COMPLETED	0	2024-01-29 10:17:35.953	344ms	46ms	64.9%	2.6 MB	3.9 MB	19.1 MB	19 MB
134	13/e207c9	306324	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_268)	COMPLETED	0	2024-01-29 10:17:35.954	346ms	41ms	31.2%	2.6 MB	3.9 MB	7.9 MB	7.8 MB
135	70/32e9ed	306553	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_269)	COMPLETED	0	2024-01-29 10:17:36.059	342ms	36ms	60.0%	2.8 MB	3.9 MB	14.3 MB	14.2 MB
136	5e/710da5	306934	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_270)	COMPLETED	0	2024-01-29 10:17:36.197	342ms	40ms	67.6%	2.5 MB	3.9 MB	18.1 MB	18 MB
137	2a/ee3eeb	306986	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_271)	COMPLETED	0	2024-01-29 10:17:36.211	341ms	41ms	61.5%	2.6 MB	3.9 MB	16.6 MB	16.5 MB
138	ee/0da4d5	307042	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_272)	COMPLETED	0	2024-01-29 10:17:36.230	337ms	37ms	33.3%	2.6 MB	3.9 MB	14.1 MB	14 MB
139	b8/bb57fd	307305	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_273)	COMPLETED	0	2024-01-29 10:17:36.299	340ms	36ms	56.2%	2.6 MB	3.9 MB	13.8 MB	13.7 MB
140	58/090fb2	307311	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_274)	COMPLETED	0	2024-01-29 10:17:36.303	345ms	46ms	64.0%	2.5 MB	3.9 MB	22.5 MB	22.4 MB
141	cf/345335	307547	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_275)	COMPLETED	0	2024-01-29 10:17:36.404	343ms	38ms	60.0%	2.8 MB	3.9 MB	18.7 MB	18.6 MB
142	8d/31d887	307934	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_276)	COMPLETED	0	2024-01-29 10:17:36.542	334ms	43ms	71.6%	2.6 MB	3.9 MB	19.1 MB	19 MB
143	5f/9475ba	307984	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_277)	COMPLETED	0	2024-01-29 10:17:36.554	328ms	42ms	64.9%	2.6 MB	3.9 MB	19.2 MB	19 MB
144	40/e5d168	308034	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_278)	COMPLETED	0	2024-01-29 10:17:36.569	346ms	47ms	59.3%	2.8 MB	3.9 MB	21.8 MB	21.6 MB
145	7e/1c3c75	308299	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_279)	COMPLETED	0	2024-01-29 10:17:36.641	350ms	38ms	53.7%	2.4 MB	3.9 MB	16.8 MB	16.7 MB
146	aa/268d6b	308321	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_280)	COMPLETED	0	2024-01-29 10:17:36.652	340ms	48ms	58.5%	2.4 MB	3.9 MB	20.3 MB	20.1 MB
147	ac/4ef79a	308547	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_281)	COMPLETED	0	2024-01-29 10:17:36.749	344ms	40ms	73.8%	2.6 MB	3.9 MB	21.7 MB	21.6 MB
148	5e/c488c2	308908	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_282)	COMPLETED	0	2024-01-29 10:17:36.878	333ms	35ms	38.1%	2.5 MB	3.9 MB	16.4 MB	16.3 MB
149	cc/94a47a	308923	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_283)	COMPLETED	0	2024-01-29 10:17:36.884	334ms	41ms	52.9%	2.5 MB	3.9 MB	11.2 MB	11.1 MB
150	a0/263247	309047	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_284)	COMPLETED	0	2024-01-29 10:17:36.917	323ms	37ms	54.5%	2.6 MB	3.9 MB	15.9 MB	15.8 MB
151	90/b02205	309306	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_285)	COMPLETED	0	2024-01-29 10:17:36.993	343ms	40ms	60.8%	2.5 MB	3.9 MB	14 MB	13.9 MB
152	62/d3625a	309307	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_286)	COMPLETED	0	2024-01-29 10:17:36.995	349ms	44ms	56.5%	2.6 MB	3.9 MB	20.9 MB	20.8 MB
153	8e/b36974	309546	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_287)	COMPLETED	0	2024-01-29 10:17:37.096	340ms	38ms	58.1%	2.8 MB	3.9 MB	20.2 MB	20.1 MB
154	74/2c4196	309899	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_288)	COMPLETED	0	2024-01-29 10:17:37.213	348ms	41ms	70.6%	2.8 MB	3.9 MB	20.5 MB	20.3 MB
155	d0/ebdec8	309923	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_289)	COMPLETED	0	2024-01-29 10:17:37.220	353ms	44ms	67.6%	2.6 MB	3.9 MB	20.3 MB	20.2 MB
156	32/3f252a	310002	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_290)	COMPLETED	0	2024-01-29 10:17:37.243	342ms	35ms	41.4%	2.6 MB	3.9 MB	10.2 MB	10.1 MB
157	fc/c86a59	310296	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_291)	COMPLETED	0	2024-01-29 10:17:37.338	330ms	33ms	84.2%	2.5 MB	3.9 MB	19.3 MB	19.2 MB
158	c4/44153a	310328	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_292)	COMPLETED	0	2024-01-29 10:17:37.347	332ms	35ms	81.4%	2.8 MB	3.9 MB	21.1 MB	21 MB
159	a7/0a7cb5	310533	NFCORE_AMPLISEQ:AMPLISEQ:RENAME_RAW_DATA_FILES (Villapol_35d_293)	COMPLETED	0	2024-01-29 10:17:37.438	306ms	28ms	44.4%	2.6 MB	3.9 MB	19.1 MB	19 MB
2	e8/3c29c1	310896	NFCORE_AMPLISEQ:AMPLISEQ:FORMAT_TAXONOMY	COMPLETED	0	2024-01-29 10:17:37.563	3.6s	3.4s	98.5%	5.6 MB	9.8 MB	132 MB	652.4 MB
161	ac/39aee3	311176	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_256_B)	COMPLETED	0	2024-01-29 10:17:37.670	3.9s	4s	204.8%	411.2 MB	6.2 GB	26.1 MB	5.7 MB
160	18/2c0b69	312655	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_256_B)	COMPLETED	0	2024-01-29 10:17:41.598	12s	12s	103.2%	899.6 MB	2.5 GB	52.1 MB	4.2 MB
163	2a/d29bd6	313553	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_257_B)	COMPLETED	0	2024-01-29 10:17:53.646	12.9s	13s	103.1%	935.3 MB	2.4 GB	54.5 MB	4.8 MB
162	09/54a350	314229	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_257_B)	COMPLETED	0	2024-01-29 10:18:06.564	3.8s	4s	221.6%	394.4 MB	6.1 GB	28.5 MB	5.7 MB
164	59/a7a13f	314756	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_255_B)	COMPLETED	0	2024-01-29 10:18:10.392	3.8s	4s	203.8%	408.2 MB	6.1 GB	28.1 MB	5.7 MB
165	45/14e313	315148	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_255_B)	COMPLETED	0	2024-01-29 10:18:14.202	13.4s	13s	102.8%	938.6 MB	2.5 GB	54.1 MB	5 MB
167	ec/5b62e3	315894	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_258_B)	COMPLETED	0	2024-01-29 10:18:27.579	13s	13s	102.8%	921.2 MB	2.4 GB	53.6 MB	4.7 MB
166	a2/ab1dba	316688	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_258_B)	COMPLETED	0	2024-01-29 10:18:40.569	3.8s	4s	201.9%	399.6 MB	6.1 GB	27.6 MB	5.8 MB
168	9e/8b7e9f	317109	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_259_B)	COMPLETED	0	2024-01-29 10:18:44.408	3.8s	4s	213.8%	416.7 MB	6.1 GB	28.9 MB	5.7 MB
169	77/a07a2b	317636	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_259_B)	COMPLETED	0	2024-01-29 10:18:48.251	13.6s	13s	102.4%	946.9 MB	2.5 GB	54.7 MB	5.2 MB
171	1a/442c3b	318406	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_260_B)	COMPLETED	0	2024-01-29 10:19:01.843	13.5s	13s	102.8%	945.7 MB	2.5 GB	55.2 MB	5 MB
170	48/3126e4	319176	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_260_B)	COMPLETED	0	2024-01-29 10:19:15.336	3.8s	4s	201.2%	405.1 MB	6.1 GB	29.4 MB	5.7 MB
173	28/07721d	319596	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_261_B)	COMPLETED	0	2024-01-29 10:19:19.176	14.6s	14s	102.6%	1003.3 MB	2.5 GB	58.1 MB	6.2 MB
172	22/247e5e	320346	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_261_B)	COMPLETED	0	2024-01-29 10:19:33.817	3.8s	3s	203.3%	432.5 MB	6.2 GB	32.1 MB	5.7 MB
175	01/c8ca0f	320847	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_262_B)	COMPLETED	0	2024-01-29 10:19:37.651	12.5s	13s	103.0%	908 MB	2.5 GB	52.8 MB	4.1 MB
174	40/30b979	321582	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_262_B)	COMPLETED	0	2024-01-29 10:19:50.171	3.8s	3s	174.6%	385.3 MB	6.1 GB	26.8 MB	5.8 MB
177	62/0a854f	321974	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_263_B)	COMPLETED	0	2024-01-29 10:19:54.017	12.7s	12s	103.0%	903 MB	2.5 GB	51.7 MB	4.3 MB
176	a9/27fb4c	322739	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_263_B)	COMPLETED	0	2024-01-29 10:20:06.677	3.8s	4s	189.3%	393.6 MB	6.1 GB	25.7 MB	5.8 MB
178	35/c1d3d2	323212	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_264_B)	COMPLETED	0	2024-01-29 10:20:10.513	3.8s	4s	206.8%	409.1 MB	6.1 GB	28.9 MB	5.8 MB
179	ec/f6f68c	323605	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_264_B)	COMPLETED	0	2024-01-29 10:20:14.360	13.5s	13s	102.8%	948.2 MB	2.5 GB	54.9 MB	5 MB
180	90/abad2a	324294	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_265_B)	COMPLETED	0	2024-01-29 10:20:27.822	13.8s	13s	102.7%	960.6 MB	2.5 GB	55 MB	5.4 MB
181	f8/1a2452	325005	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_265_B)	COMPLETED	0	2024-01-29 10:20:41.624	3.8s	4s	198.0%	401.9 MB	6.1 GB	29 MB	5.8 MB
183	7c/4d062c	325502	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_266_B)	COMPLETED	0	2024-01-29 10:20:45.472	11.3s	11s	103.0%	861.7 MB	2.4 GB	50.1 MB	3.3 MB
182	04/0dfb97	326176	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_266_B)	COMPLETED	0	2024-01-29 10:20:56.775	3.8s	4s	193.7%	401.4 MB	6.1 GB	24.1 MB	5.9 MB
185	ca/ddc375	326645	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_267_B)	COMPLETED	0	2024-01-29 10:21:00.613	13.3s	13s	102.7%	941.6 MB	2.5 GB	53.5 MB	4.8 MB
184	ae/99afd3	327278	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_267_B)	COMPLETED	0	2024-01-29 10:21:13.931	3.8s	3s	191.8%	407.6 MB	6.1 GB	27.6 MB	6 MB
187	04/848eab	327775	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_268_B)	COMPLETED	0	2024-01-29 10:21:17.771	11.3s	12s	103.3%	855.2 MB	2.4 GB	49.3 MB	3.3 MB
186	f0/601151	328397	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_268_B)	COMPLETED	0	2024-01-29 10:21:29.051	3.8s	3s	185.6%	389 MB	6.1 GB	23.4 MB	5.9 MB
188	35/d0caf2	328895	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_269_B)	COMPLETED	0	2024-01-29 10:21:32.884	16.1s	15s	102.2%	1 GB	2.6 GB	61.9 MB	7.2 MB
189	56/bde061	329578	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_269_B)	COMPLETED	0	2024-01-29 10:21:49.032	3.9s	3s	218.9%	460.8 MB	6.1 GB	35.9 MB	5.8 MB
190	0d/23c9ce	330052	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_270_B)	COMPLETED	0	2024-01-29 10:21:52.896	3.8s	3s	221.6%	403.1 MB	6.1 GB	28.9 MB	5.8 MB
191	4f/5bca65	330495	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_270_B)	COMPLETED	0	2024-01-29 10:21:56.740	13.9s	14s	102.3%	948.8 MB	2.5 GB	54.9 MB	5.1 MB
354	f5/cfe280	311560	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_QUALITY1 (FW)	COMPLETED	0	2024-01-29 10:17:38.749	4m 39s	4m 38s	102.0%	2.3 GB	5.6 GB	1.8 GB	64.2 MB
193	41/befc3c	331115	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_271_B)	COMPLETED	0	2024-01-29 10:22:10.652	12s	12s	102.9%	870.2 MB	2.4 GB	50.9 MB	3.9 MB
192	a3/bfe135	331680	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_271_B)	COMPLETED	0	2024-01-29 10:22:22.637	3.8s	4s	187.9%	396.5 MB	6.1 GB	24.9 MB	5.7 MB
194	32/fe2cdb	332095	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_272_B)	COMPLETED	0	2024-01-29 10:22:26.458	3.8s	4s	200.7%	404.5 MB	6.1 GB	26.6 MB	5.8 MB
355	80/04b6cc	311567	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_QUALITY1 (RV)	COMPLETED	0	2024-01-29 10:17:38.754	5m	4m 59s	101.9%	2.2 GB	5.5 GB	2.2 GB	65.6 MB
195	16/a3598c	332508	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_272_B)	COMPLETED	0	2024-01-29 10:22:30.278	12.8s	13s	103.6%	912.5 MB	2.4 GB	52.5 MB	4.6 MB
196	20/d13dd6	333301	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_274_B)	COMPLETED	0	2024-01-29 10:22:43.103	3.8s	3s	199.4%	406.5 MB	6.1 GB	29.4 MB	5.8 MB
198	28/0bd84b	333829	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_273_B)	COMPLETED	0	2024-01-29 10:22:46.913	3.8s	3s	181.3%	401.1 MB	6.1 GB	29.7 MB	5.7 MB
197	c0/af6f16	332942	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_274_B)	COMPLETED	0	2024-01-29 10:22:38.370	13.9s	14s	103.2%	952.4 MB	2.5 GB	55.4 MB	5.6 MB
200	3d/69b715	334490	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_275_B)	COMPLETED	0	2024-01-29 10:22:52.241	3.8s	4s	197.7%	452.1 MB	6.1 GB	33.4 MB	5.8 MB
199	a4/f701b2	334299	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_273_B)	COMPLETED	0	2024-01-29 10:22:50.709	13.8s	14s	103.4%	958.2 MB	2.5 GB	55.7 MB	5.6 MB
202	0a/657adb	335523	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_276_B)	COMPLETED	0	2024-01-29 10:23:04.517	3.8s	4s	202.1%	445.2 MB	6.1 GB	33.8 MB	5.9 MB
201	96/8be901	334990	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_275_B)	COMPLETED	0	2024-01-29 10:22:56.048	15s	15s	103.3%	1019.1 MB	2.5 GB	59.2 MB	7 MB
203	f4/cfc8b2	335966	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_276_B)	COMPLETED	0	2024-01-29 10:23:08.322	14.9s	15s	103.2%	1 GB	2.5 GB	59.7 MB	7.1 MB
204	05/6a11a9	336180	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_277_B)	COMPLETED	0	2024-01-29 10:23:11.046	14.5s	14s	103.1%	1003.6 MB	2.5 GB	58.3 MB	6.7 MB
205	2f/8ef7dd	336851	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_277_B)	COMPLETED	0	2024-01-29 10:23:23.197	3.8s	3s	207.3%	471.7 MB	6.1 GB	32.3 MB	5.7 MB
206	0b/4581bf	337447	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_278_B)	COMPLETED	0	2024-01-29 10:23:26.988	3.8s	3s	193.4%	444.4 MB	6.1 GB	33 MB	5.7 MB
208	db/dab5c7	337942	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_279_B)	COMPLETED	0	2024-01-29 10:23:30.798	3.8s	4s	172.0%	393.1 MB	6.1 GB	23.1 MB	5.7 MB
207	ea/e0e588	337158	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_278_B)	COMPLETED	0	2024-01-29 10:23:25.526	15.4s	15s	101.7%	1016.9 MB	2.5 GB	59 MB	6.9 MB
209	30/736b6e	338467	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_279_B)	COMPLETED	0	2024-01-29 10:23:34.592	10.8s	11s	104.3%	848.1 MB	2.4 GB	49.1 MB	3.4 MB
210	c1/ae3c19	339245	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_280_B)	COMPLETED	0	2024-01-29 10:23:45.366	3.8s	4s	169.8%	379.3 MB	6.1 GB	28.3 MB	5.7 MB
212	2d/6e64d4	339718	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_281_B)	COMPLETED	0	2024-01-29 10:23:49.168	3.8s	3s	203.0%	435.4 MB	6.1 GB	33.1 MB	5.7 MB
211	0b/14748e	338831	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_280_B)	COMPLETED	0	2024-01-29 10:23:40.896	13.7s	13s	103.6%	943 MB	2.5 GB	54.3 MB	5.5 MB
215	4c/717af5	340403	NFCORE_AMPLISEQ:AMPLISEQ:FASTQC (Villapol_282_B)	COMPLETED	0	2024-01-29 10:23:54.548	3.8s	4s	179.8%	389.1 MB	6.1 GB	26.9 MB	5.8 MB
213	66/ee6ddb	340212	NFCORE_AMPLISEQ:AMPLISEQ:DADA2_PREPROCESSING:DADA2_FILTNTRIM (Villapol_281_B)	COMPLETED	0	2024-01-29 10:23:52.949	14.7s	14s	103.2%	1011.5 MB	2.5 GB	59.1 MB	6.4 MB
